,Home Team,Home Score,Away Team,Away Score,HomeAway Bool
385,Marshall,31,FL Atlantic,7,1
386,Florida Intl,36,Rice,17,1
387,New Mexico,7,Fresno St,38,1
388,New Mexico St,31,Ga Southern,48,1
389,Hawaii,22,Nevada,40,1
390,Navy,36,Houston,49,1
391,Wisconsin,49,Illinois,20,1
392,Indiana,28,Penn St,33,1
393,Iowa,23,Maryland,0,1
394,Texas Tech,48,Kansas,16,1
395,Kentucky,14,Vanderbilt,7,1
396,Louisiana Tech,31,UTEP,24,1
397,LSU,19,Mississippi St,3,1
398,Missouri,65,Memphis,33,1
399,Michigan St,7,Michigan,21,1
400,Nebraska,53,Minnesota,28,1
401,Syracuse,40,North Carolina,37,1
402,UAB,29,North Texas,21,1
403,Purdue,49,Ohio St,20,1
404,WKU,34,Old Dominion,37,1
405,Washington St,34,Oregon,20,1
406,Tulane,23,SMU,27,1
407,Southern Miss,27,UT San Antonio,17,1
408,Utah,41,USC,28,1
409,Wyoming,16,Utah St,24,1
410,Arkansas,23,Tulsa,0,1
411,Florida St,38,Wake Forest,17,1
412,ULM,20,Texas St,14,1
413,Rutgers,15,Northwestern,18,1
414,TCU,27,Oklahoma,52,1
415,Tennessee,21,Alabama,58,1
416,South Alabama,17,Troy,38,1
417,Ga Southern,34,Appalachian St,14,1
418,Ohio,52,Ball St,14,1
419,W Michigan,24,Toledo,51,1
420,Virginia Tech,28,Georgia Tech,49,1
421,West Virginia,58,Baylor,14,1
422,Boston College,27,Miami FL,14,1
423,Colorado St,21,Wyoming,34,1
424,FL Atlantic,13,Louisiana Tech,21,1
425,Minnesota,38,Indiana,31,1
426,UCLA,10,Utah,41,1
427,Air Force,38,Boise St,48,1
428,Akron,17,C Michigan,10,1
429,Arizona,44,Oregon,15,1
430,USC,35,Arizona St,38,1
431,Louisiana,47,Arkansas St,43,1
432,E Michigan,22,Army,37,1
433,California,12,Washington,10,1
434,Charlotte,20,Southern Miss,17,1
435,SMU,20,Cincinnati,26,1
436,Georgia St,34,Coastal Car,37,1
437,Colorado,34,Oregon St,41,1
438,Connecticut,17,Massachusetts,22,1
439,Pittsburgh,54,Duke,45,1
440,Georgia,36,Florida,17,0
441,WKU,17,Florida Intl,38,1
442,Fresno St,50,Hawaii,20,1
443,Houston,57,South Florida,36,1
444,Maryland,63,Illinois,33,1
445,Penn St,30,Iowa,24,1
446,Iowa St,40,Texas Tech,31,1
447,Kansas,27,TCU,26,1
448,Missouri,14,Kentucky,15,1
449,Louisville,35,Wake Forest,56,1
450,Michigan St,23,Purdue,13,1
451,Mississippi St,28,Texas A&M,13,1
452,Old Dominion,17,MTSU,51,1
453,Syracuse,51,NC State,41,1
454,Nevada,28,San Diego St,24,1
455,Utah St,61,New Mexico,19,1
456,Texas St,27,New Mexico St,20,1
457,North Texas,41,Rice,17,1
458,Oklahoma St,38,Texas,35,1
459,San Jose St,50,UNLV,37,1
460,Stanford,38,Washington St,41,1
461,Tulsa,17,Tulane,24,1
462,UTEP,0,UAB,19,1
463,Arkansas,31,Vanderbilt,45,1
464,BYU,6,N Illinois,7,1
465,Florida St,10,Clemson,59,1
466,Northwestern,31,Wisconsin,17,1
467,Notre Dame,44,Navy,22,0
468,Oklahoma,51,Kansas St,14,1
469,South Carolina,27,Tennessee,24,1
470,Virginia,31,North Carolina,21,1
471,Bowling Green,28,Kent,35,1
472,Buffalo,51,Miami OH,42,1
473,Toledo,45,Ball St,13,1
474,Akron,26,N Illinois,36,1
475,W Michigan,14,Ohio,59,1
476,UCF,52,Temple,40,1
477,Arizona,42,Colorado,34,1
478,MTSU,29,WKU,10,1
479,Virginia,13,Pittsburgh,23,1
480,Army,17,Air Force,14,1
481,LSU,0,Alabama,29,1
482,Coastal Car,7,Appalachian St,23,1
483,Arizona St,38,Utah,20,1
484,Arkansas St,38,South Alabama,14,1
485,Auburn,28,Texas A&M,24,1
486,Baylor,35,Oklahoma St,31,1
487,Washington St,19,California,13,1
488,Cincinnati,42,Navy,0,1
489,Clemson,77,Louisville,16,1
490,E Michigan,17,C Michigan,7,1
491,Tulsa,49,Connecticut,19,1
492,Miami FL,12,Duke,20,1
493,East Carolina,41,Memphis,59,1
494,Florida,17,Missouri,38,1
495,UNLV,3,Fresno St,48,1
496,Kentucky,17,Georgia,34,1
497,Georgia St,31,Texas St,40,1
498,North Carolina,28,Georgia Tech,38,1
499,Hawaii,17,Utah St,56,1
500,SMU,45,Houston,31,1
501,Illinois,55,Minnesota,31,1
502,Purdue,38,Iowa,36,1
503,Kansas,3,Iowa St,27,1
504,Southern Miss,26,Marshall,24,1
505,Maryland,3,Michigan St,24,1
506,Michigan,42,Penn St,7,1
507,Mississippi,44,South Carolina,48,1
508,Ohio St,36,Nebraska,31,1
509,New Mexico,23,San Diego St,31,1
510,Oregon,42,UCLA,21,1
511,Oregon St,21,USC,38,1
512,Rice,26,UTEP,34,1
513,Wisconsin,31,Rutgers,17,1
514,Wyoming,24,San Jose St,9,1
515,South Florida,15,Tulane,41,1
516,Washington,27,Stanford,23,1
517,Wake Forest,24,Syracuse,41,1
518,Troy,26,Louisiana,16,1
519,UAB,52,UT San Antonio,3,1
520,Boise St,21,BYU,16,1
521,Florida Intl,14,FL Atlantic,49,1
522,ULM,44,Ga Southern,25,1
523,Massachusetts,62,Liberty,59,1
524,Mississippi St,45,Louisiana Tech,3,1
525,NC State,47,Florida St,28,1
526,Northwestern,21,Notre Dame,31,1
527,TCU,14,Kansas St,13,1
528,Tennessee,14,Charlotte,3,1
529,Texas,41,West Virginia,42,1
530,Texas Tech,46,Oklahoma,51,1
531,Virginia Tech,21,Boston College,31,1
532,Buffalo,48,Kent,14,1
533,N Illinois,38,Toledo,15,1
534,Miami OH,30,Ohio,28,1
535,NC State,23,Wake Forest,27,1
536,Boise St,24,Fresno St,17,1
537,Syracuse,54,Louisville,23,1
538,Air Force,42,New Mexico,24,1
539,E Michigan,27,Akron,7,1
540,Alabama,24,Mississippi St,0,1
541,Texas St,7,Appalachian St,38,1
542,Arizona St,31,UCLA,28,1
543,Coastal Car,16,Arkansas St,44,1
544,Georgia,27,Auburn,10,1
545,Iowa St,28,Baylor,14,1
546,Boston College,7,Clemson,27,1
547,C Michigan,13,Bowling Green,24,1
548,USC,14,California,15,1
549,Marshall,30,Charlotte,13,1
550,Cincinnati,35,South Florida,23,1
551,Colorado,7,Washington St,31,1
552,Nevada,49,Colorado St,10,1
553,Connecticut,50,SMU,62,1
554,Duke,42,North Carolina,35,1
555,Tulane,24,East Carolina,18,1
556,FL Atlantic,34,WKU,15,1
557,Florida,35,South Carolina,31,1
558,UT San Antonio,7,Florida Intl,45,1
559,Ga Southern,21,Troy,35,1
560,Louisiana,36,Georgia St,22,1
561,Houston,49,Temple,59,1
562,Nebraska,54,Illinois,35,1
563,Indiana,34,Maryland,32,1
564,Iowa,10,Northwestern,14,1
565,Louisiana Tech,28,Rice,13,1
566,Memphis,47,Tulsa,21,1
567,Rutgers,7,Michigan,42,1
568,Minnesota,41,Purdue,10,1
569,Texas A&M,38,Mississippi,24,1
570,Missouri,33,Vanderbilt,28,1
571,UTEP,32,MTSU,48,1
572,UCF,35,Navy,24,1
573,Old Dominion,34,North Texas,31,1
574,Utah,32,Oregon,25,1
575,Stanford,48,Oregon St,17,1
576,Penn St,22,Wisconsin,10,1
577,San Diego St,24,UNLV,27,1
578,Utah St,62,San Jose St,24,1
579,UAB,26,Southern Miss,23,1
580,Texas Tech,34,Texas,41,1
581,Notre Dame,42,Florida St,13,1
582,Arkansas,17,LSU,24,1
583,Georgia Tech,27,Miami FL,21,1
584,Kansas St,21,Kansas,17,1
585,Massachusetts,16,BYU,35,1
586,Michigan St,6,Ohio St,26,1
587,Oklahoma,48,Oklahoma St,47,1
588,Pittsburgh,52,Virginia Tech,22,1
589,South Alabama,10,ULM,38,1
590,Tennessee,24,Kentucky,7,1
591,Virginia,45,Liberty,24,1
592,West Virginia,47,TCU,10,1
593,Ball St,42,W Michigan,41,1
594,Ohio,52,Buffalo,17,1
595,N Illinois,7,Miami OH,13,1
596,North Texas,41,FL Atlantic,38,1
597,Houston,48,Tulane,17,1
598,Kent,34,Toledo,56,1
599,New Mexico,14,Boise St,45,1
600,SMU,18,Memphis,28,1
601,Wyoming,35,Air Force,27,1
602,Akron,6,Bowling Green,21,1
603,Appalachian St,45,Georgia St,17,1
604,Washington St,69,Arizona,28,1
605,Oregon,31,Arizona St,29,1
606,Baylor,9,TCU,16,1
607,Charlotte,35,Florida Intl,42,1
608,UCF,38,Cincinnati,13,1
609,Clemson,35,Duke,6,1
610,Coastal Car,17,Ga Southern,41,1
611,Colorado,7,Utah,30,1
612,Colorado St,24,Utah St,29,1
613,East Carolina,55,Connecticut,21,1
614,Fresno St,23,San Diego St,14,1
615,Georgia,66,Massachusetts,27,1
616,Hawaii,35,UNLV,28,1
617,Illinois,0,Iowa,63,1
618,Michigan,31,Indiana,20,1
619,Texas,24,Iowa St,10,1
620,Kentucky,34,MTSU,23,1
621,Southern Miss,21,Louisiana Tech,20,1
622,Louisville,10,NC State,52,1
623,LSU,42,Rice,10,1
624,Marshall,23,UT San Antonio,0,1
625,Nebraska,9,Michigan St,6,1
626,Minnesota,14,Northwestern,24,1
627,Vanderbilt,36,Mississippi,29,1
628,Navy,37,Tulsa,29,1
629,San Jose St,12,Nevada,21,1
630,Washington,42,Oregon St,23,1
631,Rutgers,7,Penn St,20,1
632,Wake Forest,13,Pittsburgh,34,1
633,Purdue,44,Wisconsin,47,1
634,Louisiana,48,South Alabama,38,1
635,Temple,27,South Florida,17,1
636,Texas A&M,41,UAB,20,1
637,Troy,12,Texas St,7,1
638,UCLA,34,USC,27,1
639,WKU,40,UTEP,16,1
640,Arkansas St,31,ULM,17,1
641,Auburn,53,Liberty,0,1
642,BYU,45,New Mexico St,10,1
643,Florida St,22,Boston College,21,1
644,Georgia Tech,30,Virginia,27,1
645,Kansas St,21,Texas Tech,6,1
646,Maryland,51,Ohio St,52,1
647,Mississippi St,52,Arkansas,6,1
648,Notre Dame,36,Syracuse,3,0
649,Oklahoma,55,Kansas,40,1
650,Oklahoma St,45,West Virginia,41,1
651,Tennessee,17,Missouri,50,1
652,Virginia Tech,14,Miami FL,38,1
653,W Michigan,28,N Illinois,21,1
654,Miami OH,42,Ball St,21,1
655,Air Force,27,Colorado St,19,1
656,Mississippi,3,Mississippi St,35,1
657,Ohio,49,Akron,28,1
658,Bowling Green,14,Buffalo,44,1
659,Cincinnati,56,East Carolina,6,1
660,Toledo,51,C Michigan,13,1
661,South Alabama,31,Coastal Car,28,1
662,Kent,20,E Michigan,28,1
663,Memphis,52,Houston,31,1
664,Iowa,31,Nebraska,28,1
665,Kansas,17,Texas,24,1
666,Oregon St,15,Oregon,55,1
667,South Florida,10,UCF,38,1
668,Washington St,15,Washington,28,1
669,Virginia Tech,34,Virginia,31,1
670,West Virginia,56,Oklahoma,59,1
671,Missouri,38,Arkansas,0,1
672,Alabama,52,Auburn,21,1
673,Appalachian St,21,Troy,10,1
674,Arizona,40,Arizona St,41,1
675,Texas St,7,Arkansas St,33,1
676,Baylor,35,Texas Tech,24,0
677,Boise St,33,Utah St,24,1
678,Boston College,21,Syracuse,42,1
679,California,33,Colorado,21,1
680,FL Atlantic,24,Charlotte,27,1
681,Clemson,56,South Carolina,35,1
682,Connecticut,7,Temple,57,1
683,Duke,7,Wake Forest,59,1
684,Florida Intl,25,Marshall,28,1
685,Fresno St,31,San Jose St,13,1
686,Georgia St,14,Ga Southern,35,1
687,Georgia,45,Georgia Tech,21,1
688,San Diego St,30,Hawaii,31,1
689,Northwestern,24,Illinois,16,1
690,Indiana,21,Purdue,28,1
691,Louisville,10,Kentucky,56,1
692,Louisiana Tech,15,WKU,30,1
693,Texas A&M,74,LSU,72,1
694,Penn St,38,Maryland,3,1
695,Miami FL,24,Pittsburgh,3,1
696,Ohio St,62,Michigan,39,1
697,Michigan St,14,Rutgers,10,1
698,Wisconsin,15,Minnesota,37,1
699,MTSU,27,UAB,3,1
700,Tulane,29,Navy,28,1
701,North Carolina,28,NC State,34,1
702,UNLV,34,Nevada,29,1
703,New Mexico,3,Wyoming,31,1
704,UT San Antonio,21,North Texas,24,1
705,TCU,31,Oklahoma St,24,1
706,Rice,27,Old Dominion,13,1
707,Tulsa,27,SMU,24,1
708,UTEP,7,Southern Miss,39,1
709,UCLA,42,Stanford,49,1
710,Florida St,14,Florida,41,1
711,Iowa St,42,Kansas St,38,1
712,Liberty,28,New Mexico St,21,1
713,ULM,28,Louisiana,31,1
714,USC,17,Notre Dame,24,1
715,Utah,35,BYU,27,1
716,Vanderbilt,38,Tennessee,13,1
717,N Illinois,30,Buffalo,29,0
718,Washington,10,Utah,3,0
719,California,13,Stanford,23,1
720,NC State,58,East Carolina,3,1
721,South Carolina,28,Akron,3,1
722,Alabama,35,Georgia,28,0
723,Virginia Tech,41,Marshall,20,1
724,Clemson,42,Pittsburgh,10,0
725,Appalachian St,30,Louisiana,19,1
726,Boise St,16,Fresno St,19,1
727,UCF,56,Memphis,41,1
728,Oklahoma,39,Texas,27,0
729,MTSU,25,UAB,27,1
730,Ohio St,45,Northwestern,24,0
731,Army,17,Navy,10,0
732,Tulane,41,Louisiana,24,0
733,Utah St,52,North Texas,13,0
734,Fresno St,31,Arizona St,20,0
735,Ga Southern,23,E Michigan,21,0
736,Appalachian St,45,MTSU,13,0
737,UAB,37,N Illinois,13,0
738,Ohio,27,San Diego St,0,0
739,South Florida,20,Marshall,38,1
740,Florida Intl,35,Toledo,32,0
741,BYU,49,W Michigan,18,0
742,Wake Forest,37,Memphis,34,0
743,Army,70,Houston,14,0
744,Troy,42,Buffalo,32,0
745,Hawaii,14,Louisiana Tech,31,1
746,Minnesota,34,Georgia Tech,10,0
747,TCU,10,California,7,0
748,Duke,56,Temple,27,0
749,Wisconsin,35,Miami FL,3,0
750,Baylor,45,Vanderbilt,38,0
751,Auburn,63,Purdue,14,0
752,Syracuse,34,West Virginia,18,0
753,Washington St,28,Iowa St,26,0
754,Virginia,28,South Carolina,0,0
755,Florida,41,Michigan,15,0
756,Nevada,16,Arkansas St,13,0
757,Clemson,30,Notre Dame,3,0
758,Alabama,45,Oklahoma,34,0
759,Cincinnati,35,Virginia Tech,31,0
760,Stanford,14,Pittsburgh,13,0
761,Oregon,7,Michigan St,6,0
762,Oklahoma St,38,Missouri,33,0
763,Northwestern,31,Utah,20,0
764,Texas A&M,52,NC State,13,0
765,Iowa,27,Mississippi St,22,0
766,LSU,40,UCF,32,0
767,Kentucky,27,Penn St,24,0
768,Ohio St,28,Washington,23,0
769,Texas,28,Georgia,21,0
770,Clemson,44,Alabama,16,0
